#TYPE Selected.System.Text.RegularExpressions.Match
"Value";"Number";"Year";"Title";"DocType"
"I arkivloven, jf. lovbekendtgørelse nr. 1035 af 21. august 2007, som ændret ved lov nr. 1170 af 10. december 2008, foretages følgende ændring:";"1035";"2007";"arkivloven";"lovbekendtgørelse"
"I lov om indhentelse af børneattester i forbindelse med ansættelse af personale m.v., jf. lovbekendtgørelse nr. 362 af 2. april 2014, foretages følgende ændring:";"362";"2014";"lov om indhentelse af børneattester i forbindelse med ansættelse af personale m.v.";"lovbekendtgørelse"
"I lov om social pension, jf. lovbekendtgørelse nr. 10 af 12. januar 2015, som ændret ved § 32 i lov nr. 174 af 24. februar 2015, foretages følgende ændringer:";"10";"2015";"lov om social pension";"lovbekendtgørelse"
"I sundhedsloven, jf. lovbekendtgørelse nr. 1202 af 14. november 2014, som ændret ved § 1 i lov nr. 1536 af 27. december 2014, lov nr. 1537 af 27. december 2014, § 6 i lov nr. 523 af 29. april 2015 og § 1 i lov nr. 542 af 29. april 2015, foretages følgende ændring:";"1202";"2014";"sundhedsloven";"lovbekendtgørelse"
"I lov om klage- og erstatningsadgang inden for sundhedsvæsenet, jf. lovbekendtgørelse nr. 1113 af 7. november 2011, som ændret bl.a. ved lov nr. 1257 af 18. december 2012, § 2 i lov nr. 1401 af 23. december 2012, § 2 i lov nr. 1638 af 26. december 2013 og § 2 i lov nr. 519 af 26. maj 2014 og senest ved § 7 i lov nr. 523 af 29. april 2015, foretages følgende ændringer:";"1113";"2011";"lov om klage- og erstatningsadgang inden for sundhedsvæsenet";"lovbekendtgørelse"
"I lov om luftfart, jf. lovbekendtgørelse nr. 1036 af 28. august 2013, som ændret ved lov nr. 1114 af 29. december 1997, § 5 i lov nr. 542 af 8. juni 2006 og § 6 i lov nr. 736 af 25. juni 2014, foretages følgende ændring:";"1036";"2013";"lov om luftfart";"lovbekendtgørelse"
"I lov om buskørsel, jf. lovbekendtgørelse nr. 1050 af 12. november 2012, som ændret ved § 2 i lov nr. 1639 af 26. december 2013, foretages følgende ændring:";"1050";"2012";"lov om buskørsel";"lovbekendtgørelse"
"I lov om godskørsel, jf. lovbekendtgørelse nr. 1051 af 12. november 2012, som ændret ved § 1 i lov nr. 1639 af 26. december 2013, foretages følgende ændring:";"1051";"2012";"lov om godskørsel";"lovbekendtgørelse"
"I lov om Det Centrale Personregister, jf. lovbekendtgørelse nr. 5 af 9. januar 2013, som ændret senest ved lov nr. 545 af 29. april 2015, foretages følgende ændring:";"5";"2013";"lov om Det Centrale Personregister";"lovbekendtgørelse"
"I lov om vederlag og pension m.v. for ministre, jf. lovbekendtgørelse nr. 273 af 20. april 2004, som ændret ved § 16 i lov nr. 1587 af 20. december 2006, lov nr. 704 af 25. juni 2010 og lov nr. 480 af 30. maj 2012, foretages følgende ændring:";"273";"2004";"lov om vederlag og pension m.v. for ministre";"lovbekendtgørelse"
"I lov om fremme af vedvarende energi, jf. lovbekendtgørelse nr. 122 af 6. februar 2015, som ændret ved § 1 i lov nr. 576 af 18. juni 2012, § 1 i lov nr. 641 af 12. juni 2013 og § 1 i lov nr. 900 af 4. juli 2013, foretages følgende ændringer:";"122";"2015";"lov om fremme af vedvarende energi";"lovbekendtgørelse"
"I lov om elforsyning, jf. lovbekendtgørelse nr. 1329 af 25. november 2013, som ændret bl.a. ved § 2 i lov nr. 576 af 18. juni 2012, § 8 i lov nr. 903 af 4. juli 2013, § 1 i lov nr. 633 af 16. juni 2014 og § 1 i lov nr. 1498 af 23. december 2014 og senest ved § 1 i lov nr. 577 af 4. maj 2015, foretages følgende ændringer:";"1329";"2013";"lov om elforsyning";"lovbekendtgørelse"
"I lov om varmeforsyning, jf. lovbekendtgørelse nr. 1307 af 24. november 2014, som ændret ved § 3 i lov nr. 1498 af 23. december 2014 og § 154 i lov nr. 1520 af 27. december 2014, foretages følgende ændringer:";"1307";"2014";"lov om varmeforsyning";"lovbekendtgørelse"
"I byggeloven, jf. lovbekendtgørelse nr. 1185 af 14. oktober 2010, som ændret bl.a. ved § 3 i lov nr. 577 af 18. juni 2012 og senest ved § 2 i lov nr. 1530 af 27. december 2014, foretages følgende ændring:";"1185";"2010";"byggeloven";"lovbekendtgørelse"
"I lov om godskørsel, jf. lovbekendtgørelse nr. 1051 af 12. november 2012, som ændret ved § 1 i lov nr. 1639 af 26. december 2013, foretages følgende ændringer:";"1051";"2012";"lov om godskørsel";"lovbekendtgørelse"
"I lov om buskørsel, jf. lovbekendtgørelse nr. 1050 af 12. november 2012, som ændret ved § 2 i lov nr. 1639 af 26. december 2013, foretages følgende ændringer:";"1050";"2012";"lov om buskørsel";"lovbekendtgørelse"
"I lov om folkeskolen, jf. lovbekendtgørelse nr. 665 af 20. juni 2014, som ændret ved lov nr. 1641 af 26. december 2013, § 1 i lov nr. 406 af 28. april 2014, § 13 i lov nr. 632 af 16. juni 2014, § 2 i lov nr. 1539 af 27. december 2014 og § 21 i lov nr. 609 af 6. maj 2015, foretages følgende ændringer:";"665";"2014";"lov om folkeskolen";"lovbekendtgørelse"
"I lov om arbejdsløshedsforsikring m.v., jf. lovbekendtgørelse nr. 832 af 7. juli 2015, foretages følgende ændringer:";"832";"2015";"lov om arbejdsløshedsforsikring m.v.";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 806 af 1. juli 2015, som ændret ved § 1 i lov nr. 1522 af 27. december 2014, foretages følgende ændringer:";"806";"2015";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I lov om sygedagpenge, jf. lovbekendtgørelse nr. 938 af 12. august 2015, som ændret ved § 1 i lov nr. 742 af 1. juni 2015, foretages følgende ændringer:";"938";"2015";"lov om sygedagpenge";"lovbekendtgørelse"
"I lov om en aktiv beskæftigelsesindsats, jf. lovbekendtgørelse nr. 807 af 1. juli 2015, foretages følgende ændringer:";"807";"2015";"lov om en aktiv beskæftigelsesindsats";"lovbekendtgørelse"
"I lov om retssikkerhed og administration på det sociale område, jf. lovbekendtgørelse nr. 1019 af 23. september 2014, som ændret ved § 7 i lov nr. 1486 af 23. december 2014, § 2 i lov nr. 523 af 29. april 2015, § 2 i lov nr. 529 af 29. april 2015 og § 4 i lov nr. 530 af 29. april 2015, foretages følgende ændring:";"1019";"2014";"lov om retssikkerhed og administration på det sociale område";"lovbekendtgørelse"
"I lov om social pension, jf. lovbekendtgørelse nr. 10 af 12. januar 2015, som ændret ved § 32 i lov nr. 174 af 24. februar 2015 og § 5 i lov nr. 742 af 1. juni 2015, foretages følgende ændringer:";"10";"2015";"lov om social pension";"lovbekendtgørelse"
"I lov om social pension, jf. lovbekendtgørelse nr. 10 af 12. januar 2015, som ændret ved § 32 i lov nr. 174 af 24. februar 2015 og § 5 i lov nr. 742 af 1. juni 2015, foretages følgende ændring:";"10";"2015";"lov om social pension";"lovbekendtgørelse"
"I lov om kommunal udligning og generelle tilskud til kommuner, jf. lovbekendtgørelse nr. 798 af 24. juni 2013, som ændret senest ved lov nr. 582 af 4. maj 2015, foretages følgende ændringer:";"798";"2013";"lov om kommunal udligning og generelle tilskud til kommuner";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1041 af 15. september 2014, som ændret senest ved § 1 i lov nr. 540 af 29. april 2015, foretages følgende ændringer:";"1041";"2014";"ligningsloven";"lovbekendtgørelse"
"I opkrævningsloven, jf. lovbekendtgørelse nr. 569 af 28. maj 2014, som ændret ved § 3 i lov nr. 1500 af 23. december 2014 og § 21 i lov nr. 1532 af 27. december 2014, foretages følgende ændringer:";"569";"2014";"opkrævningsloven";"lovbekendtgørelse"
"I selskabsskatteloven, jf. lovbekendtgørelse nr. 680 af 20. maj 2015, foretages følgende ændringer:";"680";"2015";"selskabsskatteloven";"lovbekendtgørelse"
"I lov om børnetilskud og forskudsvis udbetaling af børnebidrag, jf. lovbekendtgørelse nr. 1095 af 7. oktober 2014, som ændret ved § 4 i lov nr. 574 af 10. juni 2014, foretages følgende ændring:";"1095";"2014";"lov om børnetilskud og forskudsvis udbetaling af børnebidrag";"lovbekendtgørelse"
"I lov om en børne- og ungeydelse, jf. lovbekendtgørelse nr. 964 af 19. september 2011, som ændret ved § 7 i lov nr. 1382 af 28. december 2011, § 9 i lov nr. 326 af 11. april 2012, § 2 i lov nr. 920 af 18. september 2012 og § 2 i lov nr. 1398 af 23. december 2012, foretages følgende ændring:";"964";"2011";"lov om en børne- og ungeydelse";"lovbekendtgørelse"
