2016-1; § 13 ophæves.
2016-629; Efter § 43 a indsættes:
2016-629; I § 50 indsættes som stk. 7:
2016-629; I § 1, nr. 1, udgår
2016-630; I § 2, stk. 2, 3. pkt., ændres »og gasopstrømsrørledningsvirksomhed« til: », gasopstrømsrørlednings- og gasopstrømssystemvirksomhed«.
2016-630; I § 2, stk. 2, 4. pkt., ændres »Endelig kan Energinet.dk« til: »Energinet.dk kan tillige«.
2016-630; I § 2, stk. 2, indsættes som 5. pkt.:
2016-630; I § 12, stk. 1, nr. 1, ændres », transmissions-, distribu­ti‌ons, lager- og gasopstrømsrørledningsvirksomhed« til: »og transmissions-, distributions-, lager-, gasopstrømsrørlednings- og gasopstrømssystemvirksomhed, og for deres olierørlednings- og separationsaktiviteter«.
2016-630; I § 12, stk. 1, nr. 2, ændres »samt lagerfaciliteter og gasopstrømsrørledningsnet« til: », lagerfaciliteter, gasopstrømsrørledningsnet og gasopstrømssystemer samt olierørledning og separationsfaciliteter«.
2016-630; I § 13, stk. 1, 2. pkt., ændres »lagervirksomhed« til: »lager-, gasopstrømsrørlednings- og gasopstrømssystemvirksomhed samt olierørlednings- og separationsvirksomhed«.
2016-630; I § 13, stk. 1, indsættes som 3. pkt.:
2016-630; I § 13, stk. 4, ændres »lagervirksomhed.« til: »virksomhed, der er nævnt i stk. 1, 2. pkt.«
2016-630; I § 6 indsættes efter nr. 19 som nyt nummer:
2016-630; I § 14, stk. 1, nr. 2, ændres »i dets bevillingsområde« til: »i det område, hvor selskabet varetager distributionsvirksomhed«.
2016-630; I § 21, stk. 1 og 2, ændres »opstrømsrørledningsnet« til: »opstrømsrørledningsnet og opstrømssystemer«.
2016-630; I § 37 a, stk. 1, 1. pkt., udgår », jf. dog § 37 c«.
2016-630; I § 37 a, stk. 3, ændres »som er pålagt i bevillingen, i loven eller bestemmelser fastsat i medfør af loven« til: »som er pålagt i loven, i bestemmelser fastsat i medfør af loven eller i bevillingen, eller som energi-, forsynings- og klimaministeren har pålagt Energinet.dk«.
2016-630; I § 37 a, stk. 4, 1. pkt., ændres »de bevillingspligtige aktiviteter« til: »distributionsaktiviteten«.
2016-630; I § 37 a, stk. 4, 3. pkt., indsættes efter »af indskudskapitalen«: », jf. dog stk. 5«.
2016-630; I § 37 a indsættes efter stk. 4 som nyt stykke:
2016-630; I § 37 a, stk. 5, der bliver stk. 6, ændres »stk. 4« til »stk. 4 og 5«.
2016-630; § 37 c ophæves.
2016-630; I § 37 d, stk. 1, 2. pkt., ændres »lagervirksomhed« til: »distributions-, lager-, opstrømsrørlednings- og opstrømssystemvirksomhed«.
2016-630; I § 40, stk. 1, ændres », jf. §§ 10 og 24« til: »med bevilling, jf. §§ 10 og 24, og Energinet.dk eller denne virksomheds helejede dattervirksomheder, der varetager distribu­ti‌onsvirksomhed«.
2016-630; I § 40, stk. 1, nr. 2, ændres »ydelser, der omfattes af bevillingerne,« til: »transmissions-, distributions-, LNG- og forsyningspligtydelserne«.
2016-630; I § 40, stk. 2, ændres »transmissions- og distributionsydelser« til: »transmissionsydelser«.
2016-630; I § 1, stk. 1, ændres »DONG Energy A/Sˊ datterselskab DONG Oil Pipe A/S« til: »Ejeren«.
2016-630; I § 1, stk. 2, 1. pkt., to steder i § 2, stk. 1, 1. pkt., i § 2, stk. 4, 2. pkt., § 2 a, stk. 1, 1. pkt., § 2 a, stk. 3, 1. pkt., § 2 a, stk. 4, § 2 b, stk. 2, 3. pkt., § 3, stk. 1 og 3, § 3 b, stk. 1, 3. og 5. pkt., § 3 b, stk. 2, 1. pkt., § 3 c, stk. 2, 2. pkt., § 3 c, stk. 6, 6. pkt., og § 6, stk. 2, 2. pkt., ændres »DONG Oil Pipe A/S« til: »ejeren«.
2016-630; I § 2, stk. 2, 1. og 2. pkt., § 2, stk. 4, 1. pkt., § 2 a, stk. 3, 2. pkt., § 2 b, stk. 1, 1. pkt., § 3 b, stk. 1, 1. pkt., § 3 c, stk. 4 og 5, § 3 c, stk. 6, 1. og 5. pkt., og § 5, stk. 1, ændres »DONG Oil Pipe A/S« til: »Ejeren«.
2016-630; I § 2 b, stk. 2, 1. pkt., ændres »DONG Oil Pipe A/S kan stille« til: »Ejeren kan stille«, og »refusion til DONG Oil Pipe A/S« til: »refusion til ejeren«.
2016-630; I § 3 c, stk. 1, 1. pkt., § 3 c, stk. 2, 2. pkt., og § 3 c, stk. 6, 2. pkt., ændres »DONG Oil Pipe A/Sˊ« til: »ejerens«.
2016-630; I § 3 c, stk. 2, 1. pkt., ændres »DONG Oil Pipe A/Sˊ« til: »Ejerens«.
2016-631; Fodnoten til lovens titel affattes således:
2016-631; Overskriften til kapitel 1 ophæves, og i stedet indsættes:
2016-631; I § 1, stk. 3, ændres »§ 16, stk. 3,« til: »§ 16, stk. 4,«, og »§§ 43-46« ændres til: »§§ 43 og 44, §§ 45-47, 47 c«.
2016-631; § 1, stk. 4, affattes således:
2016-631; § 1, stk. 5, ophæves.
2016-631; Efter § 1 indsættes i kapitel 1:
2016-631; I § 2, stk. 1, nr. 3, ændres »§ 10, stk. 3,« til: »§ 10, stk. 5,«.
2016-631; I § 2, stk. 1, indsættes efter nr. 5 som nyt nummer:
2016-631; I § 3, stk. 1, nr. 4, ændres »§ 33, stk. 6,« til: »§ 33,«.
2016-631; I § 4, stk. 2, 2. pkt., ændres »§ 21, stk. 3« til: »§ 1 a, stk. 1, nr. 3«.
2016-631; I § 6, stk. 1, 2. pkt., og § 9, stk. 1, ændres »§ 44, stk. 2,« til: »§ 44, stk. 4,«.
2016-631; § 10, stk. 1, affattes således:
2016-631; I § 10 indsættes efter stk. 1 som nye stykker:
2016-631; I § 13, stk. 1, nr. 1, indsættes efter »stk. 6«: »samt kravene i §§ 28 og 28 a om intern organisation m.v.«
2016-631; I § 13, stk. 8, og § 14, stk. 3, ændres »§ 44, stk. 4, 3. pkt.« til: » § 44, stk. 6, 4. pkt.«
2016-631; Efter § 13 indsættes:
2016-631; § 15, stk. 2, affattes således:
2016-631; Efter § 15 indsættes i kapitel 3 før overskriften før § 16:
2016-631; I § 16, stk. 1, 3. pkt., indsættes efter »udvise«: »professionel skepsis,«.
2016-631; I § 16 indsættes efter stk. 1 som nyt stykke:
2016-631; I § 16, stk. 2, der bliver stk. 3, ændres »§ 10, stk. 3,« til: »§ 10, stk. 5,«.
2016-631; I § 16, stk. 4, 1. pkt., der bliver stk. 5, 1. pkt., ændres »udførelse af revisionsopgaver« til: »tilrettelæggelse og udførelse af revisionsopgaver«.
2016-631; I § 17, stk. 1, 1. pkt., ændres »§ 16, stk. 2,« til: »§ 16, stk. 3,«.
2016-631; § 18 affattes således:
2016-631; I § 19, stk. 1, 3. pkt., ændres »stk. 3« til: »stk. 4«.
2016-631; I § 19 indsættes efter stk. 2 som nyt stykke:
2016-631; § 20 affattes således:
2016-631; § 21 ophæves.
2016-631; I § 22 indsættes som stk. 5:
2016-631; § 23, stk. 2, affattes således:
2016-631; I § 23 indsættes efter stk. 2 som nyt stykke:
2016-631; I § 23, stk. 4, der bliver stk. 5, ændres »stk. 3« til: »stk. 4«.
2016-631; I § 23, stk. 5, der bliver stk. 6, ændres »Stk. 3 og 4« til: »Stk. 4 og 5«.
2016-631; § 24, stk. 1, affattes således:
2016-631; § 24, stk. 2, 1. pkt., affattes således:
2016-631; § 24, stk. 4, ophæves.
2016-631; § 24, stk. 5, 2. pkt., der bliver stk. 4, 2. pkt., ophæves.
2016-631; § 24, stk. 6, 1. pkt., der bliver stk. 5, 1. pkt., ophæves.
2016-631; I § 24, stk. 6, 2. pkt., der bliver stk. 5, 1. pkt., udgår »endvidere«.
2016-631; I § 24 indsættes som stk. 6 og 7:
2016-631; Efter § 24 indsættes:
2016-631; § 25 affattes således:
2016-631; § 26, stk. 1, ophæves.
2016-631; I § 26, stk. 3, der bliver stk. 2, ændres »i stk. 2« til: »i stk. 1«.
2016-631; Kapitel 5 ophæves.
2016-631; Overskriften til kapitel 6 affattes således:
2016-631; § 28 affattes således:
2016-631; Efter § 28 indsættes:
2016-631; § 29, stk. 1, 2. pkt., affattes således:
2016-631; I § 29, stk. 2, ændres »§ 28« til: »§§ 28 og 28 a«.
2016-631; § 29, stk. 3, affattes således:
2016-631; Tre steder i § 29, stk. 4, ændres »Revisortilsynet« til: »Erhvervsstyrelsen«.
2016-631; I § 29 indsættes som stk. 5:
2016-631; § 31 affattes således:
2016-631; § 32 affattes således:
2016-631; Efter § 32 indsættes:
2016-631; Overskriften før § 33 affattes således:
2016-631; § 33 affattes således:
2016-631; Overskriften før § 34 affattes således:
2016-631; § 34, stk. 1 og 2, ophæves.
2016-631; § 34, stk. 3, der bliver stk. 1, affattes således:
2016-631; § 34, stk. 4, der bliver stk. 2, affattes således:
2016-631; I § 34, stk. 5, 1. pkt., der bliver stk. 3, 1, pkt., ændres »Revisortilsynet« til: »Erhvervsstyrelsen«, og i stk. 5, 2. pkt., der bliver stk. 3, 2. pkt., ændres »Erhvervs- og Sel­skabs­styrelsen« til: »Erhvervsstyrelsen«.
2016-631; § 35 affattes således:
2016-631; Efter § 35 indsættes:
2016-631; § 36 ophæves.
2016-631; § 37 affattes således:
2016-631; I § 38 indsættes som stk. 2:
2016-631; § 40 affattes således:
2016-631; § 41 ophæves.
2016-631; I § 42, stk. 1, indsættes efter »revisorer«: »samt medlemmer af det øverste ledelsesorgan eller revisionsudvalg i en virksomhed af interesse for offentligheden«.
2016-631; I § 43, stk. 1, 1. pkt., udgår », hvis forretningsorden udstedes af styrelsen«, og 2. pkt. ophæves, og i stedet indsættes:
2016-631; § 43, stk. 2, affattes således:
2016-631; I § 43, stk. 3, 2. pkt., ændres »§ 44, stk. 2, 2. pkt.« til: »§ 44, stk. 4, 2. pkt.«
2016-631; § 43, stk. 4, affattes således:
2016-631; § 43, stk. 5, affattes således:
2016-631; I § 43, stk. 6, 2. pkt., ændres: », FSR – danske revisorer eller Revisortilsynet« til: »eller FSR – danske revisorer«.
2016-631; I § 43, stk. 6, indsættes som 4. pkt.:
2016-631; § 43, stk. 7, ophæves.
2016-631; I § 44, stk. 1, indsættes som 2. pkt.:
2016-631; I § 44 indsættes efter stk. 1 som nye stykker:
2016-631; § 44, stk. 2, 3. pkt., der bliver stk. 4, 3. pkt., affattes således:
2016-631; I § 44, stk. 4, der bliver stk. 6, indsættes efter 1. pkt.:
2016-631; § 44, stk. 4, 4. pkt., der bliver stk. 6, 5. pkt., ophæves.
2016-631; § 44, stk. 6, der bliver stk. 8, affattes således:
2016-631; I § 44, stk. 7, der bliver stk. 9, ændres »stk. 1 og 4« til: »stk. 1 og 6«.
2016-631; I § 44 indsættes som stk. 10:
2016-631; Efter § 44 indsættes:
2016-631; § 45 affattes således:
2016-631; I § 47 indsættes før stk. 1 som nyt stykke:
2016-631; Efter § 47 indsættes før overskriften før § 48:
2016-631; § 48, stk. 1, affattes således:
2016-631; § 48, stk. 4, affattes således:
2016-631; § 48, stk. 7 affattes således:
2016-631; I § 48 indsættes som stk. 8 og 9:
2016-631; I § 49 indsættes efter stk. 4 som nyt stykke:
2016-631; I § 49, stk. 5, der bliver stk. 6, ændres »stk. 1.« til: »stk. 1 og 5.«
2016-631; I § 50, stk. 1, 2. pkt., ændres »virksomheder omfattet af § 21, stk. 3« til: »virksomheder af interesse for offentligheden«.
2016-631; I § 50 indsættes efter stk. 2 som nyt stykke:
2016-631; I § 50 c, stk. 1, 1. pkt., og § 50 d ændres »Revisorkommissionen, Revisortilsynet« til: »Revisorrådet«.
2016-631; § 51 affattes således:
2016-631; I § 52, stk. 1, ændres »§ 44, stk. 2 og stk. 4, 3. pkt.,« til: »§ 44, stk. 3 og 4 og stk. 6, 4. pkt., og § 44 b, stk. 2,«.
2016-631; I § 52, indsættes efter stk. 3 som nyt stykke:
2016-631; I § 52, stk. 4, 1. pkt., der bliver stk. 5, 1. pkt., ændres »§ 44, stk. 2 og stk. 4, 3. pkt.,« til: »§ 44, stk. 4 og stk. 6, 4. pkt.,«.
2016-631; I § 52 indsættes som stk. 6:
2016-631; Efter § 52 indsættes i kapitel 10:
2016-631; § 54, stk. 1, affattes således:
2016-631; I § 54 indsættes efter stk. 6 som nyt stykke:
2016-631; I fodnoten til lovens titel indsættes efter »dele af Europa-Parlamentets og Rådets direktiv 2005/56/EF af 26. oktober 2005 om grænseoverskridende fusioner af selskaber med begrænset ansvar, EU-Tidende 2005, nr. L 310, side 1,«: »dele af Europa-Parlamentets og Rådets direktiv 2006/43/EF af 17. maj 2006 om lovpligtig revision af årsregnskaber og konsoliderede regnskaber, om ændring af Rådets direktiv 78/660/EØF og 83/349/EØF og om ophævelse af Rådets direktiv 84/253/EØF, EU-Tidende 2006, nr. L 157, side 87, som ændret ved Europa-Parlamentets og Rådets direktiv 2014/56/EU af 16. april 2014 om ændring af direktiv 2006/43/EF om lovpligtig revision af årsregnskaber og konsoliderede regnskaber, EU-Tidende 2014, nr. L 158, side 196,«.
2016-631; § 93, stk. 3, affattes således:
2016-631; § 129 affattes således:
2016-631; I § 144 indsættes efter stk. 1 som nyt stykke:
2016-631; I § 144, stk. 4, 1. pkt., der bliver stk. 5, 1. pkt., ændres »stk. 2 og 3,« til: »stk. 3 og 4,«.
2016-631; Efter § 144 indsættes:
2016-631; I § 146, stk. 3, 1. pkt., indsættes efter »på anden måde, jf. stk. 1«: »og 4«.
2016-631; I § 146 indsættes som stk. 4-6:
2016-631; § 147, stk. 2, affattes således:
2016-631; Som fodnote til lovens titel indsættes:
2016-631; Efter § 11 indsættes:
2016-631; I § 19 indsættes som stk. 3 og 4:
2016-631; § 19 e, stk. 2, affattes således:
2016-631; § 54, stk. 2, affattes således:
2016-631; Efter § 69 indsættes:
2016-631; § 73 affattes således:
2016-631; § 24 stk. 2, affattes således:
2016-631; I § 4, stk. 1, 2. pkt., ændres »§ 1, stk. 4,« til: »§ 1 a, stk. 1, nr. 1,«.
2016-631; § 4, stk. 3, affattes således:
2016-631; § 344, stk. 1, 4. pkt., ophæves.
2016-631; I § 354, stk. 3, nr. 17, ændres »Erhvervsstyrelsen, Revisortilsynet og Revisornævnet« til: »Erhvervsstyrelsen og Revisornævnet«.
2016-631; I § 354, stk. 3, nr. 18, ændres »Erhvervsstyrelsen, Revisortilsynet, Revisornævnet« til: »Erhvervsstyrelsen, Revisornævnet«.
2016-631; I § 372, stk. 1, udgår »revisorlovens § 31, stk. 8,«.
2016-631; I § 66 a, stk. 6, nr. 13, ændres »og Erhvervsstyrelsen, Revisortilsynet og Revisornævnet« til: »og Erhvervsstyrelsen og Revisornævnet«.
2016-631; I § 66 a, stk. 6, nr. 14, ændres »Erhvervsstyrelsen, Revisortilsynet, Revisornævnet« til: »Erhvervsstyrelsen, Revisornævnet«.
2016-631; I § 170, stk. 7, nr. 13, ændres »og Erhvervsstyrelsen, Revisortilsynet og Revisornævnet« til: »og Erhvervsstyrelsen og Revisornævnet«.
2016-631; I § 170, stk. 7, nr. 14, ændres »Erhvervsstyrelsen, Revisortilsynet, Revisornævnet« til: »Erhvervsstyrelsen, Revisornævnet«.
2016-631; § 161, stk.1, 3. pkt., ophæves.
2016-631; I § 175, stk. 6, nr. 12, ændres »og Erhvervsstyrelsen, Revisortilsynet og Revisornævnet« til: »og Erhvervsstyrelsen og Revisornævnet«.
2016-631; I § 175, stk. 6, nr. 13, ændres »Erhvervsstyrelsen, Revisortilsynet, Revisornævnet« til: »Erhvervsstyrelsen, Revisornævnet«.
2016-631; § 83, stk. 1, 2. pkt., ophæves.
2016-631; I § 84 a, stk. 6, nr. 13, ændres »og Erhvervsstyrelsen, Revisortilsynet og Revisornævnet« til: »og Erhvervsstyrelsen og Revisornævnet«.
2016-631; I § 84 a, stk. 6, nr. 14, ændres »Erhvervsstyrelsen, Revisortilsynet, Revisornævnet« til: »Erhvervsstyrelsen, Revisornævnet«.
2016-632; I fodnoten til lovens titel udgår »Europa-Parlamentets og Rådets direktiv 2003/6/EF af 28. januar 2003 (markedsmisbrugsdirektivet), EU-Tidende 2003, nr. L 96, side 16,«, »Kommissionens direktiv 2003/124/EF af 22. december 2003, EU-Tidende 2003, nr. L 339, side 70,« og »Kommissionens direktiv 2004/72/EF af 29. april 2004, EU-Tidende 2004, nr. L 162, side 70«.
2016-632; I § 7, stk. 4, udgår »§ 28 a, stk. 2, § 37, stk. 1, 1. pkt.,«.
2016-632; I § 11 a indsættes som stk. 5:
2016-632; I § 11 b, stk. 1, ændres »Et selskab omfattet af § 7, stk. 1,« til: »En virksomhed«, »selskabets« ændres til: »virksomhedens«, og »selskabet« ændres til: »virksomheden«.
2016-632; I § 18, stk. 2, nr. 8, ændres »regler, handelsvilkår i strid med reglerne for det regulerede marked eller adfærd, der kan indebære overtrædelse af kapitel 10,« til: »regler eller handelsvilkår i strid med reglerne for det regulerede marked,«.
2016-632; § 27, stk. 1-6, ophæves.
2016-632; I § 27, stk. 7, 6. pkt., der bliver stk. 1, 6. pkt., ændres »stk. 12« til: »stk. 6«.
2016-632; I § 27, stk. 8, der bliver stk. 2, stk. 10, nr. 6, 2. pkt., der bliver stk. 4, nr. 6, 2. pkt., og stk. 13, 1. pkt., der bliver stk. 7, 1. pkt., ændres »stk. 7« til: »stk. 1«.
2016-632; I § 27, stk. 9, 1. pkt., der bliver stk. 3, 1. pkt., og stk. 10, der bliver stk. 4, ændres »Stk. 7« til: »Stk. 1«.
2016-632; I § 27, stk. 11, 1. pkt., der bliver stk. 5, 1. pkt., ændres »Stk. 7, 2. pkt.« til: »Stk. 1, 2. pkt.«
2016-632; Efter § 27 a indsættes:
2016-632; § 28 a affattes således:
2016-632; § 28 b ophæves.
2016-632; I § 30, 2. pkt., ændres »stk. 7,« til: »stk. 1,«.
2016-632; Kapitel 10 ophæves.
2016-632; I § 40, stk. 2, nr. 7, ændres »regler, handelsvilkår i strid med reglerne for handelsfaciliteten eller adfærd, der kan indebære overtrædelse af kapitel 10« til: »regler eller handelsvilkår i strid med reglerne for handelsfaciliteten«.
2016-632; I § 66 indsættes efter stk. 3 som nyt stykke:
2016-632; I § 83, stk. 1, 3. pkt., ændres »Europa-Parlamentets og Rådets forordning (EU) nr. 648/2012 af 4. juli 2012 (EMIR-forordningen) bortset fra afsnit 6 og 7 og regler udstedt i medfør af Europa-Parlamentets og Rådets forordning (EU) nr. 648/2012 af 4. juli 2012 (EMIR-forordningen)« til: »Europa-Parlamentets og Rådets forordning (EU) nr. 648/2012 af 4. juli 2012 (EMIR-forordningen), bortset fra afsnit 6 og 7, og regler udstedt i medfør heraf, Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug) og regler udstedt i medfør heraf«.
2016-632; I § 83, stk. 3, 1. pkt., ændres »stk. 7« til: »stk. 1«.
2016-632; I § 83 a, stk. 1, nr. 3, ændres »§ 28 a, stk. 1 og 3,« til: »artikel 19, stk. 1, 2, 5, 7 og 11, i Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug)«.
2016-632; I § 84, stk. 2, ændres »samt forordninger udstedt i medfør af Europa-Parlamentets og Rådets direktiv 2004/109/EF af 15. december 2004 om harmonisering af gennemsigtighedskrav i forbindelse med oplysninger om udstedere, hvis værdipapirer er optaget til handel på et reguleret marked samt« til: », forordninger udstedt i medfør af Europa-Parlamentets og Rådets direktiv 2004/109/EF af 15. december 2004 om harmonisering af gennemsigtighedskrav i forbindelse med oplysninger om udstedere, hvis værdipapirer er optaget til handel på et reguleret marked, Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug) og regler udstedt i medfør heraf,«.
2016-632; I § 84 a, stk. 7, nr. 1, ændres »kapitel 10« til: »Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug) og regler udstedt i medfør heraf«.
2016-632; I § 84 b, stk. 2, nr. 5, ændres »kapitel 10« til: »Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug) og regler udstedt i medfør heraf«.
2016-632; § 84 b, stk. 2, nr. 9, ophæves.
2016-632; § 84 d, stk. 1, 4. pkt., ophæves.
2016-632; § 84 d, stk. 2, nr. 1-3 og 6-9, ophæves .
2016-632; I § 84 d, stk. 6, 2. pkt., ændres »§ 27, stk. 1, 7 og 13,« til: »§ 27, stk. 1 og 7,«.
2016-632; I § 84 i, stk. 1, udgår »omfattet af § 7, stk. 1,«.
2016-632; I § 84 l, stk. 2, nr. 1, ændres »§ 27, stk. 7,« til: »§ 27, stk. 1,«, og »§ 27, stk. 12,« ændres til: »§ 27, stk. 6,«.
2016-632; I § 84 l, stk. 2, nr. 2, ændres »§ 27, stk. 13,« til: »§ 27, stk. 7,«, og »§ 27, stk. 14,« ændres til: »§ 27, stk. 8,«.
2016-632; I § 84 l, stk. 2, nr. 6, ændres »§ 27, stk. 7,« til: »§ 27, stk. 1,«.
2016-632; Efter § 84 l indsættes:
2016-632; I § 88, stk. 1, 2. pkt., ændres »Europa-Parlamentets og Rådets forordning (EU) nr. 648/2012 af 4. juli 2012 (EMIR-forordningen) med de begrænsninger, der følger af forordningen, og bortset fra artikel 14 og 15 samt forordninger og regler udstedt i medfør af Europa-Parlamentets og Rådets forordning (EU) nr. 648/2012 af 4. juli 2012 (EMIR-forordningen)« til: », Europa-Parlamentets og Rådets forordning (EU) nr. 648/2012 af 4. juli 2012 (EMIR-forordningen) med de begrænsninger, der følger af forordningen, bortset fra artikel 14 og 15, og regler udstedt i medfør heraf, Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug) og regler udstedt i medfør heraf«.
2016-632; I § 88 a ændres »og i medfør af Europa-Parlamentets og Rådets forordning (EU) nr. 909/2014/EU af 23. juli 2014 (CSD-forordningen)« til: », i medfør af Europa-Parlamentets og Rådets forordning (EU) nr. 909/2014 af 23. juli 2014 (CSD- forordningen) og i medfør af Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug)«.
2016-632; I § 93, stk. 1, 1. pkt., ændres »§ 27, stk. 1, stk. 2, 1.-3. pkt., og stk. 7 og 13,« til: »§ 27, stk. 1 og 2,«, »§ 28 a, stk. 1, 1. og 2. pkt., stk. 3, 3. pkt., og stk. 6, § 28 b, stk. 1,« og »§ 37, stk. 1-5, stk. 6, 1. pkt., stk. 7, 1. pkt., og stk. 8 og 9,« udgår, og efter »Fællesskabet« indsættes: »og artikel 16, stk. 1 og 2, artikel 17, stk. 1, 2, 4, 5, 7 og 8, artikel 18, stk. 1-6, artikel 19, stk. 1, 2, 5, 7 og 11, og artikel 20, stk. 1, i Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug)«.
2016-632; I § 93, stk. 8, indsættes som 2. pkt.:
2016-632; I § 93 a, stk. 1, indsættes efter »i medfør af denne lov«: »samt Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug)«.
2016-632; I § 94, stk. 1, ændres »§ 35, stk. 1, § 36 og § 39, stk. 1,« til: »artikel 14 og 15 i Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug)«.
2016-632; I fodnoten til lovens titel ændres »og dele af Europa-Parlamentets og Rådets direktiv 2014/91/EU af 23. juli 2014 om ændring af direktiv 2009/65/EF om samordning af love og administrative bestemmelser om visse institutter for kollektiv investering i værdipapirer (investeringsinstitutter) for så vidt angår depositarfunktioner, aflønningspolitik og sanktioner, EU-Tidende 2014, nr. L 257, side 186 (UCITS V-direktivet)« til: », dele af Europa-Parlamentets og Rådets direktiv 2014/91/EU af 23. juli 2014 om ændring af direktiv 2009/65/EF om samordning af love og administrative bestemmelser om visse institutter for kollektiv investering i værdipapirer (investeringsinstitutter) for så vidt angår depositarfunktioner, aflønningspolitik og sanktioner, EU-Tidende 2014, nr. L 257, side 186 (UCITS V-direktivet) og dele af Europa-Parlamentets og Rådets direktiv 2014/65/EU af 15. maj 2014 om markeder for finansielle instrumenter, EU-Tidende 2014, nr. L 173, side 349 (MiFID II)«.
2016-632; I § 43, stk. 3, indsættes efter »regler om«: »omkostnings-, provisions-,«.
2016-632; Efter § 46 indsættes før overskriften før § 47:
2016-632; I § 50 indsættes efter stk. 1 som nye stykker:
2016-632; I § 354, stk. 3, nr. 4, ændres »§ 50, stk. 2« til: »§ 50, stk. 4«.
2016-632; I § 354 b, stk. 1, nr. 4, ændres »§ 50, stk. 2« til: »§ 50, stk. 4«.
2016-632; I § 373, stk. 1, ændres »§§ 40 og 44-46,« til: »§§ 40 og 44-46 a, § 46 b, stk. 1,«, og efter »§ 49, stk. 1 og 2,« indsættes: »§ 50, stk. 2,«.
2016-632; I overskriften før § 19 indsættes efter »porteføljepleje«: »og accessoriske tjenesteydelser«.
2016-632; Efter § 19 indsættes før overskriften før § 20:
2016-632; I § 171, stk. 2, ændres »197,« til: »156,«.
2016-632; I § 190, stk. 1, ændres »§ 19,« til: »§§ 19 og 19 a, § 19 b, stk. 1,«.
2016-632; I § 190, stk. 4, indsættes efter »§ 18, stk. 3,«: »§ 19 b, stk. 2,«.
2016-632; I § 299 d, stk. 1, nr. 1, ændres »værdipapirhandelslovens § 35, stk. 1, eller § 39, stk. 1,« til: »artikel 14, litra a og b, eller artikel 15 i Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug),«.
2016-632; I § 781, stk. 3, nr. 3, ændres »§ 35, stk. 1, § 36 eller § 39, stk. 1, i lov om værdipapirhandel m.v.,« til: »artikel 14 eller 15 i Europa-Parlamentets og Rådets forordning (EU) nr. 596/2014 af 16. april 2014 om markedsmisbrug (forordningen om markedsmisbrug),«.
2016-633; Lovens titel affattes således:
2016-633; Overalt i loven ændres »Offentlig Digital Post« til: »Digital Post«.
2016-633; I § 7, stk. 1, 1. pkt., indsættes efter »§ 9«: »og regler fastsat i medfør af § 11, stk. 1«.
2016-633; I § 8 indsættes efter »§ 9«: »og regler fastsat i medfør af § 11, stk. 1«.
2016-633; § 11, stk. 1, affattes således:
2016-633; To steder i § 12, stk. 5, ændres »§ 3, stk. 1« til: »§ 3, stk. 2«.
2016-634; I § 1, stk. 1, § 7 og § 12, stk. 1, 1. pkt., og stk. 2, 1. pkt., ændres »krigshandlinger« til: »terror- og krigshandlinger«.
2016-634; § 3 affattes således:
2016-634; § 5, stk. 2, ophæves, og i stedet indsættes:
2016-634; I § 9, stk. 2, indsættes efter 4. pkt.:
2016-634; I § 9, stk. 2, indsættes som 7. pkt.:
2016-634; I § 10, stk. 2, indsættes efter 3. pkt.:
2016-634; I § 10, stk. 2, indsættes som 6. pkt.:
2016-634; Efter § 10 indsættes før overskriften før § 12:
2016-634; I § 12 indsættes som stk. 5:
2016-634; § 13, stk. 1, 2. pkt., ophæves.
2016-634; I § 14 indsættes efter »virksomhed,«: »alarmering,«.
2016-634; I § 14 indsættes som stk. 2:
2016-634; I § 18 indsættes efter stk. 1 som nyt stykke:
2016-634; I § 18, stk. 3, der bliver stk. 4, ændres »stk. 2« til: »stk. 3«.
2016-634; § 23 a affattes således:
2016-634; I § 36, stk. 1, indsættes efter »oplag«: », af særlige lagerbygninger«.
2016-634; Efter § 69 indsættes:
2016-634; Efter § 15 indsættes:
